ISO 8601 Time,Speed (cm/s),Bearing (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
time,speed,bearing,velocityN,velocityE
2019-04-17T12:14:06.000,35.86,161.12,-33.93,11.60
2019-04-17T12:16:06.000,107.73,294.78,45.15,-97.81
2019-04-17T12:18:06.000,34.22,310.44,22.20,-26.04
2019-04-17T12:20:06.000,34.48,292.22,13.04,-31.92
2019-04-17T12:22:06.000,33.07,319.51,25.15,-21.47
2019-04-17T12:24:06.000,33.81,285.97,9.31,-32.51
2019-04-17T12:26:06.000,34.74,279.93,5.99,-34.22
2019-04-17T12:28:06.000,33.96,104.89,-8.72,32.82
2019-04-17T12:30:06.000,32.77,84.14,3.34,32.60
2019-04-17T12:32:06.000,35.43,33.85,29.43,19.73
2019-04-17T12:34:06.000,35.00,345.57,33.89,-8.72
2019-04-17T12:36:06.000,37.85,274.48,2.96,-37.73
2019-04-17T12:38:06.000,34.65,71.67,10.90,32.89
2019-04-17T12:40:06.000,35.86,323.99,29.01,-21.09
2019-04-17T12:42:06.000,35.17,313.49,24.21,-25.52
2019-04-17T12:44:06.000,36.56,64.76,15.59,33.06
2019-04-17T12:46:06.000,35.95,318.17,26.79,-23.97
2019-04-17T12:48:06.000,35.95,187.53,-35.64,-4.71
2019-04-17T12:50:06.000,35.60,76.60,8.25,34.63
2019-04-17T12:52:06.000,34.39,312.34,23.17,-25.42
2019-04-17T12:54:06.000,35.34,67.96,13.26,32.76
2019-04-17T12:56:06.000,37.53,63.83,16.55,33.68
2019-04-17T12:58:06.000,35.86,308.12,22.14,-28.21
2019-04-17T13:00:06.000,36.04,66.15,14.57,32.96
2019-04-17T13:02:06.000,35.34,7.00,35.08,4.31
2019-04-17T13:04:06.000,35.86,308.59,22.37,-28.03
2019-04-17T13:06:06.000,35.78,73.18,10.35,34.25
2019-04-17T13:08:06.000,36.99,2.56,36.95,1.65
2019-04-17T13:10:06.000,35.43,312.42,23.90,-26.15
2019-04-17T13:12:06.000,34.48,67.58,13.15,31.87
2019-04-17T13:14:06.000,37.25,333.80,33.42,-16.44
2019-04-17T13:16:06.000,35.95,313.80,24.88,-25.95
2019-04-17T13:18:06.000,36.81,64.23,16.00,33.15
2019-04-17T13:20:06.000,36.56,319.55,27.82,-23.72
2019-04-17T13:22:06.000,38.60,173.77,-38.37,4.19
2019-04-17T13:24:06.000,35.69,60.19,17.74,30.97
2019-04-17T13:26:06.000,36.04,319.67,27.47,-23.32
2019-04-17T13:28:06.000,36.99,220.55,-28.11,-24.04
2019-04-17T13:30:06.000,35.43,74.92,9.22,34.21
2019-04-17T13:32:06.000,35.78,322.59,28.42,-21.74
2019-04-17T13:34:06.000,37.85,249.71,-13.13,-35.50
2019-04-17T13:36:06.000,36.47,81.72,5.25,36.09
2019-04-17T13:38:06.000,37.16,314.20,25.91,-26.64
2019-04-17T13:40:06.000,38.39,159.93,-36.06,13.17
2019-04-17T13:42:06.000,34.57,78.74,6.75,33.90
2019-04-17T13:44:06.000,36.73,328.10,31.18,-19.41
2019-04-17T13:46:06.000,36.38,230.27,-23.26,-27.98
2019-04-17T13:48:06.000,35.60,66.70,14.08,32.70
2019-04-17T13:50:06.000,34.31,329.92,29.69,-17.20
2019-04-17T13:52:06.000,35.08,46.03,24.36,25.25
2019-04-17T13:54:06.000,33.22,184.87,-33.10,-2.82
2019-04-17T13:56:06.000,38.17,17.11,36.48,11.23
2019-04-17T13:58:06.000,37.42,305.29,21.62,-30.54
2019-04-17T14:00:06.000,35.43,76.56,8.23,34.46
2019-04-17T14:02:06.000,36.38,85.19,3.05,36.25
2019-04-17T14:04:06.000,34.74,182.30,-34.71,-1.39
2019-04-17T14:06:06.000,35.86,300.74,18.33,-30.82
2019-04-17T14:08:06.000,34.83,35.12,28.48,20.04
2019-04-17T14:10:06.000,34.65,6.37,34.44,3.85
2019-04-17T14:12:06.000,33.59,43.29,24.45,23.03
2019-04-17T14:14:06.000,35.86,257.40,-7.82,-35.00
2019-04-17T14:16:06.000,37.33,301.67,19.60,-31.77
2019-04-17T14:18:06.000,38.06,3.79,37.98,2.51
2019-04-17T14:20:06.000,36.30,72.50,10.91,34.62
2019-04-17T14:22:06.000,34.05,48.10,22.74,25.34
2019-04-17T14:24:06.000,35.08,247.37,-13.50,-32.38
2019-04-17T14:26:06.000,34.22,252.40,-10.35,-32.62
2019-04-17T14:28:06.000,34.39,303.62,19.04,-28.64
2019-04-17T14:30:06.000,34.91,333.82,31.33,-15.40
2019-04-17T14:32:06.000,35.95,39.72,27.65,22.97
2019-04-17T14:34:06.000,36.30,77.17,8.06,35.39
2019-04-17T14:36:06.000,36.04,172.45,-35.72,4.74
2019-04-17T14:38:06.000,39.57,53.73,23.41,31.90
2019-04-17T14:40:06.000,36.12,351.32,35.71,-5.45
2019-04-17T14:42:06.000,35.26,85.49,2.77,35.15
2019-04-17T14:44:06.000,36.47,295.64,15.78,-32.88
2019-04-17T14:46:06.000,36.30,32.52,30.60,19.51
2019-04-17T14:48:06.000,36.64,28.68,32.15,17.59
2019-04-17T14:50:06.000,36.56,54.09,21.44,29.61
2019-04-17T14:52:06.000,35.08,321.38,27.41,-21.90
2019-04-17T14:54:06.000,35.00,26.29,31.38,15.50
2019-04-17T14:56:06.000,36.64,335.30,33.29,-15.31
2019-04-17T14:58:06.000,34.22,129.51,-21.77,26.40
2019-04-17T15:00:06.000,34.83,32.81,29.27,18.87
2019-04-17T15:02:06.000,37.07,268.14,-1.20,-37.05
2019-04-17T15:04:06.000,36.64,314.65,25.75,-26.07
2019-04-17T15:06:06.000,35.60,317.65,26.31,-23.98
2019-04-17T15:08:06.000,35.69,315.00,25.24,-25.24
2019-04-17T15:10:06.000,34.74,121.28,-18.04,29.69
2019-04-17T15:12:06.000,34.83,263.85,-3.73,-34.62
2019-04-17T15:14:06.000,36.38,243.72,-16.11,-32.62
2019-04-17T15:16:06.000,62.54,285.13,16.32,-60.38
2019-04-17T15:18:06.000,116.70,82.72,14.79,115.76
2019-04-17T15:20:06.000,30.24,59.75,15.24,26.13
2019-04-17T15:22:06.000,33.44,72.80,9.89,31.94
2019-04-17T15:24:06.000,32.55,59.47,16.53,28.04
2019-04-17T15:26:06.000,35.34,59.46,17.96,30.44
2019-04-17T15:28:06.000,33.44,60.50,16.47,29.10
2019-04-17T15:30:06.000,34.22,63.66,15.18,30.67
2019-04-17T15:32:06.000,33.81,57.01,18.41,28.36
2019-04-17T15:34:06.000,33.96,68.96,12.19,31.70
2019-04-17T15:36:06.000,35.69,70.90,11.68,33.72
2019-04-17T15:38:06.000,34.57,68.14,12.87,32.08
2019-04-17T15:40:06.000,33.89,67.92,12.74,31.40
2019-04-17T15:42:06.000,34.39,70.15,11.68,32.35
2019-04-17T15:44:06.000,34.48,63.89,15.17,30.96
2019-04-17T15:46:06.000,34.13,66.25,13.75,31.24
2019-04-17T15:48:06.000,35.43,61.71,16.79,31.20
2019-04-17T15:50:06.000,35.34,53.90,20.82,28.56
2019-04-17T15:52:06.000,35.43,61.11,17.12,31.02
2019-04-17T15:54:06.000,35.26,68.58,12.88,32.82
2019-04-17T15:56:06.000,34.39,65.59,14.21,31.32
2019-04-17T15:58:06.000,34.83,60.99,16.89,30.46
2019-04-17T16:00:06.000,34.05,70.72,11.24,32.14
2019-04-17T16:02:06.000,34.31,62.82,15.67,30.52
2019-04-17T16:04:06.000,35.69,67.06,13.91,32.87
2019-04-17T16:06:06.000,35.52,65.39,14.79,32.29
2019-04-17T16:08:06.000,35.34,81.13,5.45,34.92
2019-04-17T16:10:06.000,35.78,58.80,18.53,30.60
2019-04-17T16:12:06.000,35.26,54.41,20.52,28.67
2019-04-17T16:14:06.000,35.43,52.57,21.53,28.14
2019-04-17T16:16:06.000,35.00,55.22,19.96,28.75
2019-04-17T16:18:06.000,34.91,54.74,20.16,28.51
2019-04-17T16:20:06.000,35.78,59.21,18.31,30.73
2019-04-17T16:22:06.000,36.04,60.82,17.57,31.46
2019-04-17T16:24:06.000,35.00,64.37,15.14,31.56
2019-04-17T16:26:06.000,34.74,62.28,16.16,30.75
2019-04-17T16:28:06.000,35.26,67.81,13.32,32.65
2019-04-17T16:30:06.000,34.91,63.98,15.32,31.37
2019-04-17T16:32:06.000,35.26,68.58,12.88,32.82
2019-04-17T16:34:06.000,35.78,69.98,12.25,33.61
2019-04-17T16:36:06.000,35.69,72.29,10.85,34.00
2019-04-17T16:38:06.000,36.12,67.73,13.69,33.43
2019-04-17T16:40:06.000,34.57,69.22,12.26,32.32
2019-04-17T16:42:06.000,34.83,64.82,14.82,31.52
2019-04-17T16:44:06.000,34.31,69.43,12.05,32.12
2019-04-17T16:46:06.000,34.74,65.32,14.51,31.57
2019-04-17T16:48:06.000,34.74,71.11,11.25,32.87
2019-04-17T16:50:06.000,35.43,67.98,13.28,32.85
2019-04-17T16:52:06.000,34.83,66.97,13.63,32.05
2019-04-17T16:54:06.000,34.13,77.73,7.26,33.35
2019-04-17T16:56:06.000,34.57,69.29,12.23,32.33
2019-04-17T16:58:06.000,34.57,74.84,9.04,33.36
2019-04-17T17:00:06.000,33.74,77.09,7.54,32.88
2019-04-17T17:02:06.000,33.74,66.85,13.27,31.02
2019-04-17T17:04:06.000,32.99,74.14,9.01,31.74
2019-04-17T17:06:06.000,34.05,69.60,11.87,31.91
2019-04-17T17:08:06.000,33.22,75.37,8.39,32.14
2019-04-17T17:10:06.000,33.22,75.21,8.48,32.12
2019-04-17T17:12:06.000,33.44,67.68,12.70,30.93
2019-04-17T17:14:06.000,32.92,71.24,10.59,31.17
2019-04-17T17:16:06.000,32.25,78.48,6.44,31.60
2019-04-17T17:18:06.000,33.29,61.15,16.06,29.16
2019-04-17T17:20:06.000,32.62,66.87,12.82,30.00
2019-04-17T17:22:06.000,32.77,70.67,10.85,30.92
2019-04-17T17:24:06.000,32.85,66.08,13.32,30.02
2019-04-17T17:26:06.000,32.25,74.99,8.36,31.15
2019-04-17T17:28:06.000,31.96,82.93,3.93,31.71
2019-04-17T17:30:06.000,31.81,71.49,10.10,30.16
2019-04-17T17:32:06.000,30.99,96.80,-3.67,30.77
2019-04-17T17:34:06.000,31.51,88.81,0.66,31.50
2019-04-17T17:36:06.000,30.85,94.16,-2.24,30.77
2019-04-17T17:38:06.000,31.06,95.43,-2.94,30.92
2019-04-17T17:40:06.000,31.51,103.08,-7.13,30.69
2019-04-17T17:42:06.000,30.92,103.86,-7.41,30.02
2019-04-17T17:44:06.000,30.92,120.89,-15.88,26.54
2019-04-17T17:46:06.000,30.38,128.78,-19.03,23.68
2019-04-17T17:48:06.000,30.11,115.90,-13.15,27.08
2019-04-17T17:50:06.000,29.91,127.17,-18.07,23.83
2019-04-17T17:52:06.000,29.91,107.96,-9.22,28.45
2019-04-17T17:54:06.000,29.36,117.57,-13.59,26.03
2019-04-17T17:56:06.000,29.77,114.80,-12.49,27.02
2019-04-17T17:58:06.000,30.31,114.92,-12.77,27.49
2019-04-17T18:00:06.000,29.09,118.04,-13.68,25.68
2019-04-17T18:02:06.000,28.96,122.79,-15.68,24.34
2019-04-17T18:04:06.000,28.55,129.89,-18.31,21.91
2019-04-17T18:06:06.000,28.28,132.22,-19.00,20.94
2019-04-17T18:08:06.000,28.22,132.62,-19.11,20.76
2019-04-17T18:10:06.000,28.48,124.79,-16.25,23.39
2019-04-17T18:12:06.000,27.89,131.52,-18.49,20.89
2019-04-17T18:14:06.000,27.76,129.76,-17.76,21.34
2019-04-17T18:16:06.000,27.44,132.68,-18.60,20.17
2019-04-17T18:18:06.000,27.57,139.63,-21.01,17.86
2019-04-17T18:20:06.000,26.99,143.20,-21.61,16.17
2019-04-17T18:22:06.000,26.47,132.69,-17.95,19.46
2019-04-17T18:24:06.000,26.80,135.56,-19.13,18.76
2019-04-17T18:26:06.000,26.02,155.33,-23.65,10.86
2019-04-17T18:28:06.000,25.83,147.56,-21.80,13.86
2019-04-17T18:30:06.000,25.70,174.04,-25.56,2.67
2019-04-17T18:32:06.000,25.51,180.30,-25.51,-0.13
2019-04-17T18:34:06.000,24.99,177.37,-24.97,1.15
2019-04-17T18:36:06.000,25.06,164.67,-24.17,6.62
2019-04-17T18:38:06.000,24.48,171.59,-24.22,3.58
2019-04-17T18:40:06.000,24.41,166.32,-23.72,5.77
2019-04-17T18:42:06.000,24.09,177.05,-24.06,1.24
2019-04-17T18:44:06.000,23.84,177.01,-23.80,1.24
2019-04-17T18:46:06.000,24.09,169.36,-23.68,4.45
2019-04-17T18:48:06.000,23.19,178.40,-23.19,0.65
2019-04-17T18:50:06.000,22.81,180.98,-22.80,-0.39
2019-04-17T18:52:06.000,22.68,183.72,-22.63,-1.47
2019-04-17T18:54:06.000,22.29,184.21,-22.23,-1.64
2019-04-17T18:56:06.000,22.16,175.82,-22.10,1.61
2019-04-17T18:58:06.000,21.84,172.75,-21.66,2.76
2019-04-17T19:00:06.000,21.06,182.00,-21.05,-0.73
2019-04-17T19:02:06.000,20.93,181.78,-20.92,-0.65
2019-04-17T19:04:06.000,20.93,180.66,-20.93,-0.24
2019-04-17T19:06:06.000,21.77,190.83,-21.38,-4.09
2019-04-17T19:08:06.000,20.41,192.00,-19.96,-4.24
2019-04-17T19:10:06.000,20.07,188.82,-19.84,-3.08
2019-04-17T19:12:06.000,19.68,191.54,-19.28,-3.94
2019-04-17T19:14:06.000,19.14,195.36,-18.46,-5.07
2019-04-17T19:16:06.000,18.88,197.10,-18.04,-5.55
2019-04-17T19:18:06.000,17.88,192.00,-17.49,-3.72
2019-04-17T19:20:06.000,17.60,181.39,-17.60,-0.43
2019-04-17T19:22:06.000,16.98,182.46,-16.96,-0.73
2019-04-17T19:24:06.000,16.84,181.20,-16.83,-0.35
2019-04-17T19:26:06.000,16.84,179.49,-16.84,0.15
2019-04-17T19:28:06.000,15.78,182.65,-15.76,-0.73
2019-04-17T19:30:06.000,15.07,178.09,-15.06,0.50
2019-04-17T19:32:06.000,14.18,173.44,-14.08,1.62
2019-04-17T19:34:06.000,14.25,173.27,-14.15,1.67
2019-04-17T19:36:06.000,13.65,167.87,-13.35,2.87
2019-04-17T19:38:06.000,12.88,181.22,-12.88,-0.27
2019-04-17T19:40:06.000,13.03,183.64,-13.01,-0.83
2019-04-17T19:42:06.000,12.64,175.87,-12.61,0.91
2019-04-17T19:44:06.000,11.44,168.76,-11.22,2.23
2019-04-17T19:46:06.000,11.03,167.47,-10.77,2.39
2019-04-17T19:48:06.000,10.45,173.90,-10.39,1.11
2019-04-17T19:50:06.000,10.78,162.66,-10.29,3.21
2019-04-17T19:52:06.000,10.19,165.79,-9.88,2.50
2019-04-17T19:54:06.000,9.75,160.04,-9.16,3.33
2019-04-17T19:56:06.000,9.04,165.27,-8.74,2.30
2019-04-17T19:58:06.000,8.30,168.71,-8.14,1.63
2019-04-17T20:00:06.000,8.77,170.56,-8.65,1.44
2019-04-17T20:02:06.000,8.21,174.20,-8.16,0.83
2019-04-17T20:04:06.000,8.11,175.62,-8.09,0.62
2019-04-17T20:06:06.000,7.34,168.78,-7.20,1.43
2019-04-17T20:08:06.000,7.05,172.98,-7.00,0.86
2019-04-17T20:10:06.000,7.63,165.22,-7.38,1.95
2019-04-17T20:12:06.000,7.44,172.25,-7.37,1.00
2019-04-17T20:14:06.000,6.46,181.04,-6.46,-0.12
2019-04-17T20:16:06.000,6.77,174.75,-6.74,0.62
2019-04-17T20:18:06.000,6.96,170.03,-6.85,1.20
2019-04-17T20:20:06.000,7.44,165.07,-7.19,1.92
2019-04-17T20:22:06.000,7.34,167.70,-7.17,1.56
2019-04-17T20:24:06.000,7.44,182.11,-7.43,-0.27
2019-04-17T20:26:06.000,7.92,175.47,-7.89,0.63
2019-04-17T20:28:06.000,7.63,185.16,-7.60,-0.69
2019-04-17T20:30:06.000,8.30,189.87,-8.18,-1.42
2019-04-17T20:32:06.000,8.21,179.11,-8.21,0.13
2019-04-17T20:34:06.000,8.30,173.71,-8.25,0.91
2019-04-17T20:36:06.000,7.73,180.92,-7.73,-0.12
2019-04-17T20:38:06.000,7.63,194.88,-7.37,-1.96
2019-04-17T20:40:06.000,7.63,200.52,-7.15,-2.67
2019-04-17T20:42:06.000,7.73,182.18,-7.72,-0.29
2019-04-17T20:44:06.000,7.05,190.93,-6.93,-1.34
2019-04-17T20:46:06.000,4.78,209.31,-4.17,-2.34
2019-04-17T20:48:06.000,5.31,208.37,-4.67,-2.52
2019-04-17T20:50:06.000,5.10,177.33,-5.09,0.24
2019-04-17T20:52:06.000,5.41,190.74,-5.32,-1.01
2019-04-17T20:54:06.000,5.41,189.90,-5.33,-0.93
2019-04-17T20:56:06.000,5.10,193.87,-4.95,-1.22
2019-04-17T20:58:06.000,4.78,192.73,-4.66,-1.05
2019-04-17T21:00:06.000,5.83,160.42,-5.49,1.95
2019-04-17T21:02:06.000,5.31,198.99,-5.02,-1.73
2019-04-17T21:04:06.000,4.99,161.87,-4.74,1.55
2019-04-17T21:06:06.000,4.78,153.99,-4.30,2.10
2019-04-17T21:08:06.000,5.73,150.70,-4.99,2.80
2019-04-17T21:10:06.000,5.83,132.44,-3.93,4.30
2019-04-17T21:12:06.000,3.76,135.30,-2.67,2.65
2019-04-17T21:14:06.000,4.11,137.79,-3.04,2.76
2019-04-17T21:16:06.000,3.07,131.08,-2.02,2.31
2019-04-17T21:18:06.000,4.34,124.27,-2.44,3.59
2019-04-17T21:20:06.000,3.65,113.04,-1.43,3.36
2019-04-17T21:22:06.000,4.34,94.97,-0.38,4.32
2019-04-17T21:24:06.000,4.34,91.91,-0.14,4.34
2019-04-17T21:26:06.000,4.68,69.27,1.65,4.37
2019-04-17T21:28:06.000,4.45,49.88,2.87,3.41
2019-04-17T21:30:06.000,4.57,51.85,2.82,3.59
2019-04-17T21:32:06.000,4.99,56.59,2.75,4.17
2019-04-17T21:34:06.000,5.31,54.34,3.09,4.31
2019-04-17T21:36:06.000,5.62,43.74,4.06,3.89
2019-04-17T21:38:06.000,5.94,57.88,3.16,5.03
2019-04-17T21:40:06.000,5.73,56.86,3.13,4.79
2019-04-17T21:42:06.000,4.99,54.07,2.93,4.04
2019-04-17T21:44:06.000,4.45,56.67,2.45,3.72
2019-04-17T21:46:06.000,4.57,50.55,2.90,3.53
2019-04-17T21:48:06.000,4.45,52.71,2.70,3.54
2019-04-17T21:50:06.000,4.78,57.41,2.57,4.03
2019-04-17T21:52:06.000,5.62,59.31,2.87,4.83
2019-04-17T21:54:06.000,6.04,52.89,3.64,4.82
2019-04-17T21:56:06.000,6.77,63.75,2.99,6.07
2019-04-17T21:58:06.000,7.25,57.56,3.89,6.12
2019-04-17T22:00:06.000,8.59,60.31,4.25,7.46
2019-04-17T22:02:06.000,11.20,51.77,6.93,8.79
2019-04-17T22:04:06.000,12.10,60.84,5.89,10.56
2019-04-17T22:06:06.000,9.75,56.60,5.37,8.14
2019-04-17T22:08:06.000,8.40,59.70,4.24,7.25
2019-04-17T22:10:06.000,10.28,58.91,5.31,8.80
2019-04-17T22:12:06.000,11.61,61.40,5.56,10.19
2019-04-17T22:14:06.000,13.19,55.57,7.46,10.88
2019-04-17T22:16:06.000,10.95,64.03,4.79,9.84
2019-04-17T22:18:06.000,11.52,60.97,5.59,10.08
2019-04-17T22:20:06.000,10.78,60.04,5.39,9.34
2019-04-17T22:22:06.000,12.25,65.43,5.10,11.14
2019-04-17T22:24:06.000,12.64,65.08,5.33,11.47
2019-04-17T22:26:06.000,12.64,68.23,4.69,11.74
2019-04-17T22:28:06.000,15.07,72.65,4.49,14.38
2019-04-17T22:30:06.000,13.80,66.00,5.62,12.61
2019-04-17T22:32:06.000,14.85,67.54,5.67,13.72
2019-04-17T22:34:06.000,14.18,62.86,6.47,12.62
2019-04-17T22:36:06.000,14.77,66.28,5.94,13.52
2019-04-17T22:38:06.000,13.88,69.63,4.83,13.01
2019-04-17T22:40:06.000,15.28,66.74,6.04,14.04
2019-04-17T22:42:06.000,15.50,67.86,5.84,14.35
2019-04-17T22:44:06.000,14.62,71.54,4.63,13.87
2019-04-17T22:46:06.000,15.50,76.57,3.60,15.07
2019-04-17T22:48:06.000,13.50,72.22,4.12,12.86
2019-04-17T22:50:06.000,14.85,74.18,4.05,14.28
2019-04-17T22:52:06.000,15.21,73.39,4.35,14.58
2019-04-17T22:54:06.000,14.55,69.31,5.14,13.61
2019-04-17T22:56:06.000,14.62,70.81,4.81,13.81
2019-04-17T22:58:06.000,14.92,68.37,5.50,13.87
2019-04-17T23:00:06.000,14.70,68.36,5.42,13.66
2019-04-17T23:02:06.000,14.32,71.02,4.66,13.55
2019-04-17T23:04:06.000,15.07,68.63,5.49,14.03
2019-04-17T23:06:06.000,14.32,68.64,5.22,13.34
2019-04-17T23:08:06.000,16.28,70.68,5.39,15.36
2019-04-17T23:10:06.000,16.84,67.26,6.51,15.53
2019-04-17T23:12:06.000,15.00,67.03,5.85,13.81
2019-04-17T23:14:06.000,17.39,67.52,6.65,16.07
2019-04-17T23:16:06.000,16.91,67.43,6.49,15.61
2019-04-17T23:18:06.000,16.35,62.49,7.55,14.50
2019-04-17T23:20:06.000,12.72,69.25,4.51,11.90
2019-04-17T23:22:06.000,12.64,67.81,4.77,11.71
2019-04-17T23:24:06.000,12.33,73.33,3.54,11.81
2019-04-17T23:26:06.000,13.65,69.17,4.86,12.76
2019-04-17T23:28:06.000,14.25,63.96,6.25,12.80
2019-04-17T23:30:06.000,11.28,72.25,3.44,10.74
2019-04-17T23:32:06.000,14.47,66.53,5.76,13.28
2019-04-17T23:34:06.000,12.96,71.80,4.05,12.31
2019-04-17T23:36:06.000,14.77,65.49,6.13,13.44
2019-04-17T23:38:06.000,12.57,63.71,5.57,11.27
2019-04-17T23:40:06.000,11.11,65.59,4.59,10.12
2019-04-17T23:42:06.000,12.41,67.85,4.68,11.49
2019-04-17T23:44:06.000,13.73,68.41,5.05,12.77
2019-04-17T23:46:06.000,10.87,65.02,4.59,9.85
2019-04-17T23:48:06.000,12.41,67.42,4.77,11.46
2019-04-17T23:50:06.000,13.88,65.60,5.73,12.64
2019-04-17T23:52:06.000,12.33,63.60,5.48,11.05
2019-04-17T23:54:06.000,14.10,68.63,5.14,13.13
2019-04-17T23:56:06.000,13.27,68.89,4.78,12.38
2019-04-17T23:58:06.000,11.28,67.62,4.29,10.43
2019-04-18T00:00:06.000,13.03,66.16,5.27,11.92
2019-04-18T00:02:06.000,11.85,69.88,4.08,11.13
2019-04-18T00:04:06.000,11.20,69.79,3.87,10.51
2019-04-18T00:06:06.000,11.03,69.21,3.92,10.31
2019-04-18T00:08:06.000,11.44,63.44,5.12,10.24
2019-04-18T00:10:06.000,11.85,59.96,5.93,10.26
2019-04-18T00:12:06.000,11.69,62.69,5.36,10.39
2019-04-18T00:14:06.000,12.57,66.92,4.93,11.56
2019-04-18T00:16:06.000,13.03,57.11,7.08,10.94
2019-04-18T00:18:06.000,10.70,63.91,4.71,9.61
2019-04-18T00:20:06.000,11.61,72.99,3.40,11.10
2019-04-18T00:22:06.000,10.37,64.22,4.51,9.34
2019-04-18T00:24:06.000,9.93,65.40,4.13,9.02
2019-04-18T00:26:06.000,9.84,70.87,3.22,9.29
2019-04-18T00:28:06.000,9.48,68.05,3.54,8.79
2019-04-18T00:30:06.000,9.48,68.94,3.41,8.85
2019-04-18T00:32:06.000,9.57,73.97,2.64,9.20
2019-04-18T00:34:06.000,8.86,68.34,3.27,8.23
2019-04-18T00:36:06.000,9.04,67.90,3.40,8.37
2019-04-18T00:38:06.000,11.11,75.42,2.80,10.75
2019-04-18T00:40:06.000,8.68,66.78,3.42,7.98
2019-04-18T00:42:06.000,9.84,64.14,4.29,8.85
2019-04-18T00:44:06.000,9.84,62.82,4.49,8.75
2019-04-18T00:46:06.000,10.87,67.19,4.21,10.02
2019-04-18T00:48:06.000,9.75,62.69,4.47,8.66
2019-04-18T00:50:06.000,9.39,65.36,3.91,8.54
2019-04-18T00:52:06.000,11.03,56.14,6.15,9.16
2019-04-18T00:54:06.000,11.77,65.82,4.82,10.74
2019-04-18T00:56:06.000,10.87,61.36,5.21,9.54
2019-04-18T00:58:06.000,11.85,60.02,5.92,10.27
2019-04-18T01:00:06.000,11.20,56.57,6.17,9.34
2019-04-18T01:02:06.000,10.19,64.24,4.43,9.18
2019-04-18T01:04:06.000,10.37,62.53,4.78,9.20
2019-04-18T01:06:06.000,10.70,54.28,6.25,8.69
2019-04-18T01:08:06.000,10.19,61.09,4.93,8.92
2019-04-18T01:10:06.000,10.62,54.44,6.18,8.64
2019-04-18T01:12:06.000,10.62,53.50,6.32,8.53
2019-04-18T01:14:06.000,10.87,54.08,6.37,8.80
2019-04-18T01:16:06.000,11.20,55.26,6.38,9.20
2019-04-18T01:18:06.000,11.52,64.57,4.95,10.41
2019-04-18T01:20:06.000,11.52,53.83,6.80,9.30
2019-04-18T01:22:06.000,11.69,55.36,6.64,9.62
2019-04-18T01:24:06.000,11.94,61.86,5.63,10.53
2019-04-18T01:26:06.000,12.49,59.92,6.26,10.81
2019-04-18T01:28:06.000,12.64,54.38,7.36,10.28
2019-04-18T01:30:06.000,12.88,57.82,6.86,10.90
2019-04-18T01:32:06.000,13.11,59.68,6.62,11.32
2019-04-18T01:34:06.000,13.11,59.20,6.71,11.26
2019-04-18T01:36:06.000,13.42,59.52,6.81,11.57
2019-04-18T01:38:06.000,13.58,54.06,7.97,10.99
2019-04-18T01:40:06.000,13.80,57.03,7.51,11.58
2019-04-18T01:42:06.000,14.03,59.13,7.20,12.04
2019-04-18T01:44:06.000,14.55,57.76,7.76,12.31
2019-04-18T01:46:06.000,14.55,59.19,7.45,12.50
2019-04-18T01:48:06.000,14.92,56.69,8.19,12.47
2019-04-18T01:50:06.000,15.07,58.14,7.95,12.80
2019-04-18T01:52:06.000,15.43,54.66,8.92,12.58
2019-04-18T01:54:06.000,15.50,57.50,8.33,13.07
2019-04-18T01:56:06.000,15.92,56.93,8.69,13.34
2019-04-18T01:58:06.000,16.21,53.79,9.57,13.08
2019-04-18T02:00:06.000,16.56,55.34,9.42,13.62
2019-04-18T02:02:06.000,16.84,55.39,9.56,13.86
2019-04-18T02:04:06.000,17.18,55.77,9.67,14.21
2019-04-18T02:06:06.000,17.46,55.13,9.98,14.33
2019-04-18T02:08:06.000,17.53,59.13,9.00,15.05
2019-04-18T02:10:06.000,17.60,61.36,8.44,15.45
2019-04-18T02:12:06.000,17.74,59.74,8.94,15.32
2019-04-18T02:14:06.000,17.95,58.89,9.27,15.37
2019-04-18T02:16:06.000,18.21,58.87,9.41,15.59
2019-04-18T02:18:06.000,18.74,54.65,10.84,15.29
2019-04-18T02:20:06.000,18.48,60.21,9.18,16.04
2019-04-18T02:22:06.000,18.61,56.45,10.28,15.51
2019-04-18T02:24:06.000,18.74,54.86,10.79,15.33
2019-04-18T02:26:06.000,19.01,59.15,9.75,16.32
2019-04-18T02:28:06.000,19.14,55.59,10.82,15.79
2019-04-18T02:30:06.000,19.28,58.11,10.18,16.37
2019-04-18T02:32:06.000,19.41,56.28,10.77,16.14
2019-04-18T02:34:06.000,19.54,46.07,13.56,14.07
2019-04-18T02:36:06.000,19.74,46.41,13.61,14.30
2019-04-18T02:38:06.000,20.01,43.34,14.55,13.73
2019-04-18T02:40:06.000,20.27,35.51,16.50,11.78
2019-04-18T02:42:06.000,20.41,39.07,15.84,12.86
2019-04-18T02:44:06.000,20.60,39.34,15.94,13.06
2019-04-18T02:46:06.000,20.60,44.52,14.69,14.45
2019-04-18T02:48:06.000,20.67,47.56,13.95,15.25
2019-04-18T02:50:06.000,20.93,56.97,11.41,17.55
2019-04-18T02:52:06.000,21.12,53.46,12.58,16.97
2019-04-18T02:54:06.000,21.25,61.19,10.24,18.62
2019-04-18T02:56:06.000,21.45,52.95,12.92,17.12
